_id,ID,level,temperature,voltage,technology,status,health,usage,WiFi,Cellular,Hotspot,GPS,Bluetooth,RAM,Brightness,isInteractive,SampleFreq,brandModel,androidVersion,availCapacityPercentage,Timestamp
5f3c021c74fece01f9fcb239,99d391587319444fa84513cbf89d4720,61,28.2,3.96,Li-poly,3,2,100,false,false,false,false,false,31.58,877,true,10,Redmi-Redmi Note 9S,10,61,1597766420017
5f3c021c74fece01f9fcb23a,99d391587319444fa84513cbf89d4720,61,28.2,3.96,Li-poly,3,2,81,false,false,false,false,false,30.23,877,true,10,Redmi-Redmi Note 9S,10,61,1597766430019
5f3c021c74fece01f9fcb23b,99d391587319444fa84513cbf89d4720,61,28.2,3.96,Li-poly,3,2,78,false,false,false,false,false,30.3,877,true,10,Redmi-Redmi Note 9S,10,61,1597766440017
5f3c021c74fece01f9fcb23c,99d391587319444fa84513cbf89d4720,61,28.2,3.96,Li-poly,3,2,83,false,false,false,false,false,30.2,877,true,10,Redmi-Redmi Note 9S,10,61,1597766450020
5f3c021c74fece01f9fcb23d,99d391587319444fa84513cbf89d4720,61,28.8,3.972,Li-poly,3,2,64,false,false,false,false,false,30.82,877,true,10,Redmi-Redmi Note 9S,10,61,1597766460017
5f3c021c74fece01f9fcb23e,99d391587319444fa84513cbf89d4720,60,28.9,3.97,Li-poly,3,2,69,false,false,false,false,false,31.45,877,true,10,Redmi-Redmi Note 9S,10,60,1597766470019
5f3c021c74fece01f9fcb23f,99d391587319444fa84513cbf89d4720,60,28.9,3.97,Li-poly,3,2,54,false,false,false,false,false,31.5,877,true,10,Redmi-Redmi Note 9S,10,60,1597766480018
5f3c021c74fece01f9fcb240,99d391587319444fa84513cbf89d4720,60,28.9,3.97,Li-poly,3,2,63,false,false,false,false,false,33.37,877,true,10,Redmi-Redmi Note 9S,10,60,1597766490018
5f3c021c74fece01f9fcb241,99d391587319444fa84513cbf89d4720,60,28.9,3.97,Li-poly,3,2,80,false,false,false,false,false,33.38,877,true,10,Redmi-Redmi Note 9S,10,60,1597766500018
5f3c021c74fece01f9fcb242,99d391587319444fa84513cbf89d4720,60,28.9,3.97,Li-poly,3,2,81,false,false,false,false,false,34.38,877,true,10,Redmi-Redmi Note 9S,10,60,1597766510017
5f3c021c74fece01f9fcb243,99d391587319444fa84513cbf89d4720,60,28.9,3.97,Li-poly,3,2,71,false,false,false,false,false,34.4,877,true,10,Redmi-Redmi Note 9S,10,60,1597766520018
5f3c021c74fece01f9fcb244,99d391587319444fa84513cbf89d4720,60,28.9,3.97,Li-poly,3,2,75,false,false,false,false,false,34.33,877,true,10,Redmi-Redmi Note 9S,10,60,1597766530018
5f3c021c74fece01f9fcb245,99d391587319444fa84513cbf89d4720,60,28.9,3.97,Li-poly,3,2,73,false,false,false,false,false,34.33,877,true,10,Redmi-Redmi Note 9S,10,60,1597766540017
5f3c021c74fece01f9fcb246,99d391587319444fa84513cbf89d4720,60,28.9,3.97,Li-poly,3,2,49,false,false,false,false,false,34.26,877,true,10,Redmi-Redmi Note 9S,10,60,1597766550018
5f3c021c74fece01f9fcb247,99d391587319444fa84513cbf89d4720,60,28.9,3.97,Li-poly,3,2,63,false,false,false,false,false,33.96,877,true,10,Redmi-Redmi Note 9S,10,60,1597766560019
5f3c021c74fece01f9fcb248,99d391587319444fa84513cbf89d4720,60,28.9,3.97,Li-poly,3,2,64,false,false,false,false,false,34.19,877,true,10,Redmi-Redmi Note 9S,10,60,1597766570017
5f3c021c74fece01f9fcb249,99d391587319444fa84513cbf89d4720,60,28.9,3.97,Li-poly,3,2,75,false,false,false,false,false,34.38,877,true,10,Redmi-Redmi Note 9S,10,60,1597766580018
5f3c021c74fece01f9fcb24a,99d391587319444fa84513cbf89d4720,60,28.9,3.97,Li-poly,3,2,71,false,false,false,false,false,34.4,877,true,10,Redmi-Redmi Note 9S,10,60,1597766590017
5f3c021c74fece01f9fcb24b,99d391587319444fa84513cbf89d4720,60,28.9,3.97,Li-poly,3,2,74,false,false,false,false,false,34.33,877,true,10,Redmi-Redmi Note 9S,10,60,1597766600017
5f3c021c74fece01f9fcb24c,99d391587319444fa84513cbf89d4720,60,28.9,3.97,Li-poly,3,2,68,false,false,false,false,false,34.9,877,true,10,Redmi-Redmi Note 9S,10,60,1597766610018
5f3c021c74fece01f9fcb24d,99d391587319444fa84513cbf89d4720,60,28.9,3.97,Li-poly,3,2,85,false,false,false,false,false,35.41,877,true,10,Redmi-Redmi Note 9S,10,60,1597766620018
5f3c021c74fece01f9fcb24e,99d391587319444fa84513cbf89d4720,60,28.9,3.97,Li-poly,3,2,67,false,false,false,false,false,35.07,877,true,10,Redmi-Redmi Note 9S,10,60,1597766630017
5f3c021c74fece01f9fcb24f,99d391587319444fa84513cbf89d4720,60,28.9,3.97,Li-poly,3,2,76,false,false,false,false,false,35.01,877,true,10,Redmi-Redmi Note 9S,10,60,1597766640017
5f3c021c74fece01f9fcb250,99d391587319444fa84513cbf89d4720,60,28.9,3.97,Li-poly,3,2,55,false,false,false,false,false,35.28,877,true,10,Redmi-Redmi Note 9S,10,60,1597766650018
5f3c021c74fece01f9fcb251,99d391587319444fa84513cbf89d4720,60,28.9,3.97,Li-poly,3,2,81,false,false,false,false,false,35.27,877,true,10,Redmi-Redmi Note 9S,10,60,1597766660018
